0.0333,0.0999845,-0.2137312312
0.0666,0.093639,-0.2798248248
0.0999,0.082663,-0.3819694695
0.1332,0.0680855,-0.4918393393
0.1665,0.0495635,-0.5716666667
0.1998,0.029498,-0.6115803303
0.2331,0.008575,-0.6210222723
0.2664,-0.012348,-0.5922672673
0.2997,-0.031213,-0.531753003
0.333,-0.04802,-0.4497797798
0.3663,-0.0612255,-0.3583646146
0.3996,-0.07203,-0.2540740741
0.4329,-0.0783755,-0.1351914414
0.4662,-0.080948,-0.01502127127
0.4995,-0.079576,0.1111574074
0.5328,-0.0732305,0.2218856356
0.5661,-0.064827,0.3364764765
0.5994,-0.0512785,0.4639426927
0.6327,-0.032928,0.5313238238
0.666,-0.015435,0.5570745746
0.6993,0.004116,0.5712374875
0.7326,0.0231525,0.5549286787
0.7659,0.0409885,0.5321821822
0.7992,0.0588245,0.4918393393
0.8325,0.074088,0.4205955956
0.8658,0.0872935,0.3060047548
0.8991,0.0951825,0.1472084585
0.9324,0.096726,0.006437687688
0.9657,0.0951825,-0.1042905405
0.999,0.089866,-0.2111561562
1.0323,0.080948,-0.3081506507
1.0656,0.069286,-0.4017117117
1.0989,0.0543655,-0.4995645646
1.1322,0.035672,-0.5746709209
1.1655,0.015778,-0.6171596597
1.1988,-0.0060025,-0.610721972
1.2321,-0.0255535,-0.5527827828
1.2654,-0.0430465,-0.4678053053
1.2987,-0.056938,-0.3669481982
1.332,-0.0673995,-0.2660910911
1.3653,-0.074774,-0.1592254755
1.3986,-0.0780325,-0.04763888889
1.4319,-0.0780325,0.07381881882
1.4652,-0.073402,0.2064351852
1.4985,-0.063798,0.3120132633
1.5318,-0.052479,0.3995658158
1.5651,-0.037044,0.4720970971
1.5984,-0.0207515,0.5210235235
1.6317,-0.002058,0.5497785285
1.665,0.015778,0.56994995
1.6983,0.0365295,0.5399074074
1.7316,0.0526505,0.4532132132
1.7649,0.066199,0.3845445445
1.7982,0.078204,0.3167342342
1.8315,0.0879795,0.2025725726
1.8648,0.0920955,0.06008508509
1.8981,0.091581,-0.06695195195
1.9314,0.087808,-0.1922722723
1.9647,0.0783755,-0.2879792292
1.998,0.0680855,-0.3502102102
2.0313,0.0553945,-0.4235998499
2.0646,0.039788,-0.495701952
2.0979,0.022295,-0.5549286787
2.1312,0.002401,-0.5789627127
2.1645,-0.016807,-0.5587912913
2.1978,-0.0351575,-0.4987062062
2.2311,-0.050764,-0.3905530531
2.2644,-0.061054,-0.2819707207
2.2977,-0.069286,-0.1888388388
2.331,-0.073745,-0.09012762763
2.3643,-0.07546,0.01974224224
2.3976,-0.072373,0.1321871872
2.4309,-0.066885,0.2583658659
2.4642,-0.055223,0.3819694695
2.4975,-0.040817,0.4652302302
2.5308,-0.02401,0.5124399399
2.5641,-0.005831,0.5081481481
2.5974,0.009604,0.510294044
2.6307,0.027783,0.5287487487
2.664,0.0454475,0.5051438939
2.6973,0.062083,0.4270332833
2.7306,0.0742595,0.3214552052
2.7639,0.0831775,0.2201689189
2.7972,0.089523,0.08197322322
2.8305,0.0890085,-0.06995620621
2.8638,0.083692,-0.1570795796
2.8971,0.078547,-0.2304692192
2.9304,0.0686,-0.3188801301
2.9637,0.057281,-0.404715966
2.997,0.0413315,-0.4643718719
3.0303,0.0258965,-0.4939852352
3.0636,0.008575,-0.519735986
3.0969,-0.0090895,-0.5205943443
3.1302,-0.026411,-0.4896934434
3.1635,-0.042189,-0.4193080581
3.1968,-0.0547085,-0.3197384885
3.2301,-0.063455,-0.218023023
3.2634,-0.0691145,-0.1201701702
3.2967,-0.071687,-0.01802552553
3.33,-0.0698005,0.06652277277
3.3633,-0.067914,0.184547047
3.3966,-0.057624,0.3081506507
3.4299,-0.046648,0.3969907407
3.4632,-0.0317275,0.4905518018
3.4965,-0.0128625,0.5175900901
3.5298,0.0032585,0.5034271772
3.5631,0.020237,0.5025688188
3.5964,0.037044,0.4854016517
3.6297,0.052822,0.4424837337
3.663,0.066885,0.3695232733
3.6963,0.0776895,0.2725287788
3.7296,0.0852355,0.1545045045
3.7629,0.0883225,0.01330455455
3.7962,0.086093,-0.1227452452
3.8295,0.079576,-0.222743994
3.8628,0.0711725,-0.309009009
3.8961,0.058996,-0.3858320821
3.9294,0.044933,-0.4326126126
3.9627,0.0303555,-0.478963964
3.996,0.0128625,-0.5081481481
4.0293,-0.004116,-0.4961311311
4.0626,-0.020237,-0.4678053053
4.0959,-0.0355005,-0.4193080581
4.1292,-0.0485345,-0.3403390891
4.1625,-0.0584815,-0.2403403403
4.1958,-0.0643125,-0.148495996
4.2291,-0.0684285,-0.05836836837
4.2624,-0.0680855,0.03562187187
4.2957,-0.0667135,0.1626589089
4.329,-0.056938,0.268236987
4.3623,-0.04802,0.3317555055
4.3956,-0.035672,0.4231706707
4.4289,-0.019208,0.4793931431
4.4622,-0.003087,0.4871183684
4.4955,0.0132055,0.4832557558
4.5288,0.0293265,0.4656594094
4.5621,0.044247,0.433470971
4.5954,0.0588245,0.3613688689
4.6287,0.0684285,0.2781081081
4.662,0.0770035,0.206006006
4.6953,0.082663,0.1051488989
4.7286,0.0842065,-0.01759634635
4.7619,0.081634,-0.1493543544
4.7952,0.074088,-0.2678078078
4.8285,0.063455,-0.3587937938
4.8618,0.0499065,-0.4180205205
4.8951,0.034986,-0.4394794795
4.9284,0.020923,-0.4686636637
4.9617,0.003773,-0.4922685185
4.995,-0.0125195,-0.4746721722
5.0283,-0.0279545,-0.4356168669
5.0616,-0.041846,-0.3725275275
5.0949,-0.0529935,-0.2892667668
5.1282,-0.0612255,-0.1922722723
5.1615,-0.0660275,-0.07896896897
5.1948,-0.066542,0.03648023023
5.2281,-0.0632835,0.1261786787
5.2614,-0.057624,0.1862637638
5.2947,-0.0512785,0.272957958
5.328,-0.040131,0.3939864865
5.3613,-0.0241815,0.4609384384
5.3946,-0.008575,0.4639426927
5.4279,0.0066885,0.4549299299
5.4612,0.0217805,0.4394794795
5.4945,0.0361865,0.4111536537
5.5278,0.049049,0.3793943944
5.5611,0.0619115,0.3167342342
5.5944,0.0704865,0.2248898899
5.6277,0.0770035,0.1210285285
5.661,0.078547,0.01802552553
5.6943,0.0780325,-0.07682307307
5.7276,0.0735735,-0.1755342843
5.7609,0.066199,-0.268236987
5.7942,0.0557375,-0.3566478979
5.8275,0.042189,-0.4235998499
5.8608,0.027097,-0.457505005
5.8941,0.0114905,-0.4712387387
5.9274,-0.0042875,-0.4755305305
5.9607,-0.02058,-0.4463463463
5.994,-0.034643,-0.3781068569
6.0273,-0.0454475,-0.3167342342
6.0606,-0.055909,-0.246778028
6.0939,-0.062083,-0.1527877878
6.1272,-0.0667135,-0.01974224224
6.1605,-0.0632835,0.09956956957
6.1938,-0.058996,0.160513013
6.2271,-0.053165,0.2411986987
6.2604,-0.0430465,0.333043043
6.2937,-0.0306985,0.4051451451
6.327,-0.015778,0.4510673173
6.3603,-0.000343,0.4703803804
6.3936,0.015778,0.4639426927
6.4269,0.0310415,0.4235998499
6.4602,0.0440755,0.3686649149
6.4935,0.0557375,0.2999962462
6.5268,0.0643125,0.2150187688
6.5601,0.069972,0.1369081582
6.5934,0.073059,0.07639389389
6.6267,0.07546,-0.008154404404
6.66,0.0728875,-0.1214577077
6.6933,0.0673995,-0.2373360861
6.7266,0.0567665,-0.3248886386
6.7599,0.0451045,-0.3695232733
6.7932,0.032242,-0.407291041
6.8265,0.017836,-0.4339001502
6.8598,0.003087,-0.445487988
6.8931,-0.011662,-0.4532132132
6.9264,-0.027783,-0.4107244745
6.9597,-0.039788,-0.3193093093
6.993,-0.0485345,-0.2493531031
7.0263,-0.056252,-0.1896971972
7.0596,-0.0615685,-0.09956956957
7.0929,-0.063455,0.02102977978
7.1262,-0.0595105,0.110299049
7.1595,-0.0560805,0.1931306306
7.1928,-0.046991,0.2879792292
7.2261,-0.036358,0.3540728228
7.2594,-0.023324,0.4038576076
7.2927,-0.009261,0.4381919419
7.326,0.0060025,0.4557882883
7.3593,0.0214375,0.4467755255
7.3926,0.036015,0.4137287287
7.4259,0.0492205,0.3587937938
7.4592,0.0601965,0.2785372873
7.4925,0.0680855,0.1798260761
7.5258,0.0718585,0.08926926927
7.5591,0.074431,-0.02102977978
7.5924,0.0704865,-0.1236036036
7.6257,0.06517,-0.1729592092
7.659,0.0595105,-0.2424862362
7.6923,0.0492205,-0.3236011011
7.7256,0.037387,-0.3776776777
7.7589,0.024353,-0.4321834334
7.7922,0.0080605,-0.4493506006
7.8255,-0.006174,-0.4223123123
7.8588,-0.0200655,-0.3841153654
7.8921,-0.031899,-0.3356181181
7.9254,-0.042532,-0.2742454955
7.9587,-0.050421,-0.1961348849
7.992,-0.055566,-0.11502002
8.0253,-0.0581385,-0.03218843844
8.0586,-0.057624,0.04849724725
8.0919,-0.0550515,0.1373373373
8.1252,-0.0485345,0.2283233233
8.1585,-0.0396165,0.3038588589
8.1918,-0.028126,0.3613688689
8.2251,-0.0152635,0.3978490991
8.2584,-0.0015435,0.4210247748
8.2917,0.013034,0.424029029
